brand,currency,price,colors,name,sizes,categories
nike,usd,69.99,pink,nike air max lebron zoom soldier vii   round toe synthetic  basketball shoe,"10.5,11","all men's shoes,shoes,men's shoes,clothing"
nike,usd,125,pink,nike air max lebron zoom soldier vii   round toe synthetic  basketball shoe,"10.5,11","all men's shoes,shoes,men's shoes,clothing"
nike,usd,125,pink,nike air max lebron zoom soldier vii   round toe synthetic  basketball shoe,"10.5,11","all men's shoes,shoes,men's shoes,clothing"
nike,usd,74.99,pink,nike air max lebron zoom soldier vii   round toe synthetic  basketball shoe,"10.5,11","all men's shoes,shoes,men's shoes,clothing"
polo ralph lauren,usd,24.52,blacks,polo ralph lauren new black mens size 38x32 embroidered chinos pants  125,6,"clothing, shoes & accessories,men's clothing,pants"
dapper world,usd,16.99,beige,"dapper world men's black and green stripes tie, hanky, cufflink, keychain set gift box tck12",8,"men's ties & handkerchiefs,bags & accessories,men's accessories,clothing, shoes & jewelry"
sanuk,usd,37.99,black,sanuk men's planer webbing flip flop black,10,"clothing,shoes,men's shoes,all men's shoes"
xob,usd,0.99,bluered,xob 6175 mens sleeper blue wool blend fleece liner beanie hat o/s bhfo,4,"hats,clothing, shoes & accessories,men's accessories"
electric,aud,144,movember,electric watts sunglasses movember grey lens es11949820,10,"clothing, shoes, accessories,men's sunglasses"
electric,aud,78,m grey polarized,new mens electric sunglasses big beat gloss black / m1 grey polarized es10101642,3,"sporting goods,cycling,sunglasses, goggles,clothing, shoes, accessories,men's sunglasses"
saddle tramp,usd,43.99,black,saddle tramp 13 harness leather boots - black - men's 12,12,"clothing, shoes & accessories,men's shoes,boots,ebay motors,parts & accessories,apparel & merchandise,motorcycle"
nike,usd,64.74,cinnabarblackbamboo,nike men's blazer low gt qs skate shoe,8,"all men's shoes,shoes,men's shoes,clothing"
denim & supply ralph lauren,usd,44.14,blacks,denim & supply ralph lauren new black pinstriped mens large l vest  125 #197,3,"clothing, shoes & accessories,men's clothing,vests"
nike,usd,109.98,"black,anthracite,white,metallic silver,midnight navy,photo blue,team red,university red","nike men's hyperdunk 2015 tb basketball shoe (team red/university red/white/metallic silver, 10.5 d(m) us)",12,"clothing,shoes,men's shoes,all men's shoes"
puma,usd,65,black,puma gv special rugged athletic men's shoes size,"10.5,10,8.5,8,13","all men's shoes,shoes,men's shoes,clothing"
nike,usd,99,purple,nike magista orden fg men's soccer cleat 651329 size 10.5 purple green,10.5,"sporting goods,team sports,soccer,clothing, shoes & accessories,shoes & cleats,men"
fila,usd,19.49,white,fila white lace-up athletic shoes - men's 7,7,"clothing, shoes & accessories,men's shoes,athletic"
lacrosse,usd,189.95,realtree apg,lacrosse footwear 425615m11 venom snake boots apg-hd 18in medium lace-up size 11,11 m,"all men's shoes,shoes,men's shoes,clothing"
lacrosse,usd,144.51,realtree apg,lacrosse footwear 425615m11 venom snake boots apg-hd 18in medium lace-up size 11,11 m,"all men's shoes,shoes,men's shoes,clothing"
under armour,usd,109.98,brown,under armour men's speedform gemini running shoes,3,"athletic & running shoes,men's shoes,running shoes"
sperry,usd,74.95,"tan,beige",sperry top sider mens authentic original wedge,12,"clothing,shoes,men's shoes,all men's shoes"
ganesha handicraft ,usd,38,brown,25men's vintage brown genuine leather camel hide travel duffle luggage gym bag,24,"clothing, shoes & accessories,men's accessories,backpacks, bags & briefcases"
ganesha handicraft ,usd,35,brown,25men's vintage brown genuine leather camel hide travel duffle luggage gym bag,24,"clothing, shoes & accessories,men's accessories,backpacks, bags & briefcases"
heaton,usd,69.99,greyyellow,heaton egyptian sandals men's shoes size,"12,13,15","clothing,shoes,men's shoes,all men's shoes"
puma,usd,49.99,crimsongrenadineblue,"puma 6071 mens faas 500 v3 red running, cross training shoes sneakers 14 bhfo",14,"clothing, shoes & accessories,men's shoes,athletic"
coach,usd,209,red,coach mens f71722 black/saddle leather crossbody handbag briefcase tote  475,5,"clothing, shoes & accessories,men's accessories,backpacks, bags & briefcases"
coach,usd,188.1,black,coach mens f71722 black/saddle leather crossbody handbag briefcase tote  475,10,"clothing, shoes & accessories,men's accessories,backpacks, bags & briefcases"
minnetonka,usd,49.95,black,minnetonka men's double bottom fleece slipper,11,"all men's shoes,shoes,men's shoes,clothing"
crocs,usd,30.79,charcoalocean,crocs men's crocband charcoal/ocean ankle-high rubber sandal - 9m,10,"all men's shoes,shoes,men's shoes,clothing"
crocs,usd,39.99,charcoalocean,crocs men's crocband charcoal/ocean ankle-high rubber sandal - 9m,7,"all men's shoes,shoes,men's shoes,clothing"
crocs,usd,30.88,charcoalocean,crocs men's crocband charcoal/ocean ankle-high rubber sandal - 9m,8,"all men's shoes,shoes,men's shoes,clothing"
crocs,usd,30.82,charcoalocean,crocs men's crocband charcoal/ocean ankle-high rubber sandal - 9m,7,"all men's shoes,shoes,men's shoes,clothing"
nike,usd,32.57,grey,nike shox classic running infant's shoes size,"5,9","clothing,shoes,men's shoes,men's athletic shoes"
nike,usd,48,red,nike shox classic running infant's shoes size,"5,9","clothing,shoes,men's shoes,men's athletic shoes"
gameday boots,usd,219.99,brass,gameday boots mens brass leather georgia tech cowboy boots (size 13) gt-m037-1,"10,8.5,7,9.5,7.5,11.5,9,8,13,11","all men's shoes,shoes,men's shoes,clothing"
gameday boots,usd,119,brass,gameday boots mens brass leather georgia tech cowboy boots (size 13) gt-m037-1,"10,8.5,7,9.5,7.5,11.5,9,8,13,11","all men's shoes,shoes,men's shoes,clothing"
inc,usd,18.59,blues,inc new blue black mens size medium m faux leather colorblock vest jacket  99,11,"clothing, shoes & accessories,men's clothing,coats & jackets"
scarpa,usd,199.95,gray,scarpa margarita  mens dark grey 32648/350  sz 42 / 9,5,"all men's shoes,shoes,men's shoes,clothing"
scarpa,usd,115,gray,scarpa margarita  mens dark grey 32648/350  sz 42 / 9,4,"all men's shoes,shoes,men's shoes,clothing"
scarpa,usd,199.95,gray,scarpa margarita  mens dark grey 32648/350  sz 42 / 9,10,"all men's shoes,shoes,men's shoes,clothing"
reebok,usd,89.99,whitebluepinklemon zest,reebok question mid gradeschool kid's shoes size,6.5,"all men's shoes,shoes,men's shoes,clothing"
adidas,usd,229.99,blackgreywhite,adidas eqt 3/3 f15 pk aq5270 athleisure boost sz. 10 ds 100% authentic,10,"clothing, shoes & accessories,men's shoes,athletic"
gola,usd,26.99,"blackblackoff white,off whiteblack,off white",gola mens coaster canvas fashion sneakers,3,"clothing,shoes,men's shoes,men's casual shoes"
reebok,usd,53.98,beige,reebok gl 6000   round toe suede  sneakers,12,"clothing,shoes,men's shoes,all men's shoes"
reebok,usd,80,black,reebok gl 6000   round toe suede  sneakers,7,"clothing,shoes,men's shoes,all men's shoes"
carhartt,usd,24.99,black,carhartt twill ripstop cargo pants,7,"all men's clothing,men's clothing,men's pants,clothing, shoes & jewelry,clothing"
carhartt,usd,26.99,black,carhartt twill ripstop cargo pants,7,"all men's clothing,men's clothing,men's pants,clothing, shoes & jewelry,clothing"
nike,usd,59.39,red,nike men's paul rodriguez 9 r/r ankle-high mesh tennis shoe,4,"men's casual shoes,shoes,men's shoes,clothing"
caribbean joe,usd,47.99,brown,caribbean sun bahia polarized bronze matte brown men's 62mm 15 125 sunglasses,11,"clothing, shoes & accessories,men's accessories,sunglasses & fashion eyewear,sunglasses"
k. bell,usd,8.99,green,k. bell men's socks alligator crew olive 1pair,7,"clothing, shoes & jewelry,clothing,men's clothing,men's socks & underwear,men's socks,all men's clothing"
coleman,usd,79.99,beige,coleman apparel fleece lined gray jacket medium 2000014378,10,"all men's clothing,men's clothing,men's outerwear,clothing, shoes & jewelry,clothing"
coleman,usd,72.59,beige,coleman apparel fleece lined gray jacket medium 2000014378,11,"all men's clothing,men's clothing,men's outerwear,clothing, shoes & jewelry,clothing"
timberland,usd,119.99,black,new mens timberland 6 inch waterproof premium boots [10073-8940] black nubuck,14,"clothing, shoes & accessories,men's shoes,boots,see more timberland premium waterproof boot for men siz..."
adidas,usd,59.99,dark bluenavy blue,adidas vigor 6 tr men's running shoes size 11 new,11,"clothing, shoes & accessories,men's shoes,athletic"
polo ralph lauren,usd,148.95,wheat,polo ralph lauren conquest hi iii men's nubuck boots wheat 812168220-8e0,7,"all men's shoes,shoes,men's shoes,clothing"
poc,usd,170,grey,poc do flow 84.1 sunglasses,5,"sports,clothing, shoes & jewelry,men,accessories,sunglasses & eyewear accessories,sunglasses"
puma,usd,71.98,blue,puma faas 300 s v2 pwrcool men  round toe canvas  sneakers,8.5,"men's casual shoes,shoes,men's shoes,clothing"
puma,usd,75,blue,puma faas 300 s v2 pwrcool men  round toe canvas  sneakers,8.5,"men's casual shoes,shoes,men's shoes,clothing"
puma,usd,59.99,blue,puma faas 300 s v2 pwrcool men  round toe canvas  sneakers,8.5,"men's casual shoes,shoes,men's shoes,clothing"
reebok,usd,55.95,white red,reebok nfl burner speed 5/8 m3 mens football cleats white red 8,11,"all men's shoes,shoes,men's shoes,clothing"
polo ralph lauren,usd,35.99,blacks,new polo ralph lauren black mens 36x34 stretch slim-fit cargo pants  125 @170,5,"clothing, shoes & accessories,men's clothing,pants"
timex,usd,39.92,"silver,two-tone","timex men's easy reader watch, two-tone stainless steel expansion band",5,"watches,women's watches,jewelry,clothing, shoes & jewelry,men,wrist watches"
timex,usd,36.99,"silver,two-tone","timex men's easy reader watch, two-tone stainless steel expansion band",3,"watches,women's watches,jewelry,clothing, shoes & jewelry,men,wrist watches"
jordan,usd,413.25,"chrome-blackwhite-light graphite,-blackwhite lt graphite,whiteinfrared blackbright concord,white infrared,whiteinfrared black,blacklt graphitewhite,whiteinfrrd blkbrght cncr,blackwhite-light graphite,blackwhitelt graphite",air 8 retro mens basketball-shoes 305381,11,"athletic,team sports,men,basketball,shoes,clothing, shoes & jewelry"
sabatier,usd,99.95,green,"5150 squadron men's boots, black, 6.0 us mens",10,"all men's shoes,shoes,men's shoes,clothing"
fila,usd,29.99,green,fila men's formation,12,"clothing, shoes & accessories,men's shoes,athletic"
eddy bros.,usd,375,green,"eddy bros. 15022 grey three button men's sport coat, 54 (44 us)",4,"men's sport coats & blazers,all men's clothing,men's clothing,men's suits & sport coats,clothing, shoes & jewelry,clothing"
eddy bros.,usd,178.95,red,"eddy bros. 15022 grey three button men's sport coat, 54 (44 us)",10,"men's sport coats & blazers,all men's clothing,men's clothing,men's suits & sport coats,clothing, shoes & jewelry,clothing"
aisun,usd,77.97,grey,aisun men's dressy nubuck loafers,3,"loafers & slip-ons,men,shoes,clothing, shoes & jewelry"
aisun,usd,25.99,green,aisun men's dressy nubuck loafers,8,"loafers & slip-ons,men,shoes,clothing, shoes & jewelry"
blackberry,cad,126.18,"grey,green,brown",yu&yu skateboarding men's shoes canvas fashion sneakers shoes more colors available,5,"athletic,men,shoes,shoes & handbags"
daxx,usd,22.98,black,daxx men's topstitched hardware accent loafers,"7.5,9.5","clothing,shoes,men's shoes,all men's shoes"
daxx,usd,29.99,black,daxx men's topstitched hardware accent loafers,"7.5,9.5","clothing,shoes,men's shoes,all men's shoes"
daxx,usd,22.99,black,daxx men's topstitched hardware accent loafers,"7.5,9.5","clothing,shoes,men's shoes,all men's shoes"
daxx,usd,29.99,black,daxx men's topstitched hardware accent loafers,"7.5,9.5","clothing,shoes,men's shoes,all men's shoes"
rocky,usd,110.99,brown,rocky work boots mens waterproof steel toe eh leather brown r6003,"8 m,10 m,13 m,10.5 m,12 m,10.5 w,8 w,8.5 m,11 m,9 w,9.5 m,12 w,11 w,8.5 w,13 w,9.5 w,10 w,9 m","all men's shoes,shoes,men's shoes,clothing"
ermenegildo zegna,usd,540,red,'newport' boat shoe (men),11,"all men's shoes,men"
nike,usd,219.99,grey,nike air pegasus+ 30 running shoes,4,"athletic,men,running,shoes,clothing, shoes & jewelry"
nike,usd,219.99,brown,nike air pegasus+ 30 running shoes,6,"athletic,men,running,shoes,clothing, shoes & jewelry"
nike,usd,180,green,nike air pegasus+ 30 running shoes,11,"athletic,men,running,shoes,clothing, shoes & jewelry"
nike,usd,219.99,brown,nike air pegasus+ 30 running shoes,8,"athletic,men,running,shoes,clothing, shoes & jewelry"
nike,usd,180,beige,nike air pegasus+ 30 running shoes,4,"athletic,men,running,shoes,clothing, shoes & jewelry"
nike,usd,180,brown,nike air pegasus+ 30 running shoes,7,"athletic,men,running,shoes,clothing, shoes & jewelry"
dc,usd,69.93,"wheat dk chocolate,black gold",dc  men spartan wc high top sneakers 9.5 d us,6,"men's casual shoes,shoes,men's shoes,clothing"
jordan,usd,130.82,blkghst grnbl lgninfrrd ,nike jordan men's air jordan 1 retro ultra high basketball shoe,9,"all men's shoes,shoes,men's shoes,clothing"
jordan,usd,94.99,blkghst grnbl lgninfrrd ,nike jordan men's air jordan 1 retro ultra high basketball shoe,4,"all men's shoes,shoes,men's shoes,clothing"
jordan,usd,149.9,blkghst grnbl lgninfrrd ,nike jordan men's air jordan 1 retro ultra high basketball shoe,5,"all men's shoes,shoes,men's shoes,clothing"
jewelry adviser rings,usd,526.25,green,jewelry adviser rings 10k polished geniune pink tourmaline birthstone ring,5,"jewelry,rings,clothing, shoes & jewelry,men's jewelry,men's rings"
jewelry adviser rings,usd,210.5,beige,jewelry adviser rings 10k polished geniune pink tourmaline birthstone ring,8,"jewelry,rings,clothing, shoes & jewelry,men's jewelry,men's rings"
bgood,usd,163.65,beige,bgood mens stand collar double-breasted slim wool woolen coat jacket,4,"all men's clothing,men's clothing,clothing, shoes & jewelry,clothing"
fossa apparel,usd,94.14,grey,fossa apparel 2202-beige-5xl 5x-large men's sequoia thermo-fleece jacket in beige,7,"all men's clothing,men's clothing,men's outerwear,clothing, shoes & jewelry,clothing"
fossa apparel,usd,72.71,beige,fossa apparel 2202-beige-5xl 5x-large men's sequoia thermo-fleece jacket in beige,5,"all men's clothing,men's clothing,men's outerwear,clothing, shoes & jewelry,clothing"
nike,usd,54.95,blackmetallic platinum,nike air max thea 9 (td) toddler's shoes black/metallic platinum  843748-005,10,"clothing,shoes,men's shoes,men's athletic shoes"
reebok,usd,24.88,brown,"reebok men's zig cooperstown quag 2.0 low molded turf cleat, white/black, sz ...",11,"sporting goods,team sports,baseball & softball,clothing, shoes & accessories,shoes & cleats,men's"
unique bargains,usd,12.99,grey,unique bargains metal round shape covered light brown faux leather pendant keyring key holder,5,"men's jewelry,men's accessories,clothing, shoes & jewelry,jewelry"
unique bargains,usd,5.99,brown,unique bargains metal round shape covered light brown faux leather pendant keyring key holder,5,"men's jewelry,men's accessories,clothing, shoes & jewelry,jewelry"
adidas,usd,80.79,orange,new adidas nitrocharge 1.0 fg men's soccer cleats-orange/black; size 6.5 m18429,6.5,"sporting goods,team sports,soccer,clothing, shoes & accessories,shoes & cleats,men"
adidas,usd,89.77,orange,new adidas nitrocharge 1.0 fg men's soccer cleats-orange/black; size 6.5 m18429,6.5,"sporting goods,team sports,soccer,clothing, shoes & accessories,shoes & cleats,men"
nike,usd,59.9,black,nike tiempo genio ii leather tf men's turf shoe 819216 black/white size 9,9,"sporting goods,team sports,soccer,clothing, shoes & accessories,shoes & cleats,men"
